# Constructed from biom file
#OTU ID	Patient1-fresh	Patient1-frozen	Patient2-fresh	Patient2-frozen	Patient3-fresh	Patient3-frozen
8c0ca5fd7df365a0f3a9e5d1e4f75c7c	0.0	0.0	0.0	0.0	35.0	40.0
d2bca8673193f1318a14f0104290c288	21.0	18.0	0.0	0.0	0.0	0.0
456298a284e0e1d86574a73827531e82	0.0	0.0	38.0	0.0	0.0	0.0
0ad5b4c1c3e8cfbc4d5cf2236243ab5e	0.0	0.0	0.0	0.0	38.0	0.0
9520cc33b913c8de6a1b9091a4ce4dd0	26.0	11.0	0.0	0.0	0.0	0.0
77fd859c0708c82afbb9ba7e6bb5ddf7	0.0	0.0	16.0	21.0	0.0	0.0
88f8cfd29b4d0e002acb02b8cabb71d9	0.0	0.0	0.0	0.0	40.0	12.0
e0bceb6ddf6b6028393aa9c40b02af8d	0.0	0.0	36.0	0.0	0.0	0.0
13b94d344f6d16a529ea58fd4a657c15	20.0	13.0	0.0	0.0	0.0	0.0
bf90103aa489d81c6220840da8408e66	16.0	17.0	0.0	0.0	0.0	0.0
4944c6fec30ebcb64f21839f85603196	0.0	0.0	0.0	0.0	20.0	13.0
1803399ec04df211d430652c5b0f0674	0.0	0.0	0.0	0.0	25.0	6.0
bf94b4f9437a110921ac700c8aebc725	0.0	0.0	0.0	0.0	31.0	0.0
8ed00085e07b6fa27921329a02ec4fb0	0.0	0.0	0.0	0.0	31.0	0.0
3db1b7a9fcfb723c99f19397b16ab5a3	0.0	0.0	29.0	0.0	0.0	0.0
d6510e7751f7a24c852838b2d60f0654	19.0	9.0	0.0	0.0	0.0	0.0
a5e73d54313e80e2bd40d446fe08c24b	16.0	11.0	0.0	0.0	0.0	0.0
f36460c427cec0c0575b7cb8497e777d	14.0	13.0	0.0	0.0	0.0	0.0
4b1f97088e54d38ca92ce8b7862297bb	26.0	0.0	0.0	0.0	0.0	0.0
12d60c5900ad9e95d3d83d42fc88ac10	0.0	0.0	15.0	11.0	0.0	0.0
2010aa8e84e60d4a8f4eeafcbdbf18de	0.0	0.0	13.0	13.0	0.0	0.0
509a3dc82da9f682ac6864886c91a6d7	14.0	11.0	0.0	0.0	0.0	0.0
7790bb4bccfa348bb29327aa1e023bc0	0.0	0.0	13.0	0.0	12.0	0.0
ddf72e79dbb1432686a6d868f3d694e8	24.0	0.0	0.0	0.0	0.0	0.0
66ed3bd7307dc2139207392cfca10e8a	23.0	0.0	0.0	0.0	0.0	0.0
0ec90d0ee9d51266a6b500679e83ded2	8.0	14.0	0.0	0.0	0.0	0.0
1b4652a4aa75471bcdb6136349317914	0.0	0.0	0.0	0.0	22.0	0.0
b2c913509825bd0128cac96940ba301b	21.0	0.0	0.0	0.0	0.0	0.0
7c32287e5fbf12764fe2bfa2c8dba77f	20.0	0.0	0.0	0.0	0.0	0.0
ba7ef76066befbe5997ab056f2f861fd	0.0	0.0	14.0	6.0	0.0	0.0
dcf32b5b6a410c36c8aa0e295e9e9aca	0.0	0.0	20.0	0.0	0.0	0.0
b5ceca2a8d88b9a3f74bbf7360fa3e2b	0.0	0.0	15.0	5.0	0.0	0.0
c15704a0f7301a03b72fdd85d05280e2	0.0	0.0	0.0	20.0	0.0	0.0
e602ebac2060348db9d18d2093c796f9	11.0	7.0	0.0	0.0	0.0	0.0
11d2f3c12f37ca0a72af0bf4df1f5149	0.0	0.0	0.0	17.0	0.0	0.0
1bf7ecd0d3845ab33d14c7b7a232538d	0.0	0.0	0.0	0.0	17.0	0.0
c835d135bbb04b6ee0a64e2bfc323b98	0.0	0.0	0.0	0.0	17.0	0.0
ecb8754c46fa50d81b61a2bb9546dbfe	10.0	5.0	0.0	0.0	0.0	0.0
00786d24be40bad8f6dda908d6a96a52	0.0	0.0	8.0	7.0	0.0	0.0
b810e8ce1f75f08673dd94fed3bd8669	0.0	14.0	0.0	0.0	0.0	0.0
2604cda0e438b16eeb94c27b15f417f8	0.0	0.0	14.0	0.0	0.0	0.0
f8ebb8a51d2733f0c9a641c3abe44a88	0.0	0.0	0.0	0.0	14.0	0.0
2e107290028c674a97b836ee5c4c3289	0.0	0.0	0.0	0.0	14.0	0.0
e10f80b268ee835116a8f1842d936822	0.0	0.0	0.0	0.0	14.0	0.0
8e451929db9cee5427c5cb2e42b282cf	0.0	0.0	0.0	0.0	14.0	0.0
34f537ec1d11735cbe23a7c1bc95f633	13.0	0.0	0.0	0.0	0.0	0.0
d976e1ebbf8072ca21e47db4022b2430	0.0	13.0	0.0	0.0	0.0	0.0
ea8d349c61eb0fa469b25453f15aae4f	0.0	13.0	0.0	0.0	0.0	0.0
5c57995262955aeb70fb1943d88d9da3	0.0	0.0	0.0	13.0	0.0	0.0
9eea14dc4e2b7f3c463602fdbdbcccc4	0.0	3.0	0.0	0.0	9.0	0.0
ae48f504508c45b2682045edecb008e2	0.0	0.0	12.0	0.0	0.0	4.0
02bafbc5905eefa62c9222f4dd8d5576	7.0	4.0	0.0	0.0	0.0	0.0
d6d6423e1c569e77a705c5eaf857d28c	0.0	0.0	0.0	11.0	0.0	0.0
c65591578b9d654b72dcf57b5b123c9c	0.0	0.0	0.0	0.0	11.0	0.0
549a9d7a348ad511f151c8d8c65fd079	0.0	0.0	0.0	0.0	11.0	0.0
b15892201a121b8ad3e82439fec6e201	0.0	0.0	10.0	0.0	0.0	0.0
9e1f13bebc92262107c7dcd8fb378527	0.0	9.0	0.0	0.0	0.0	0.0
af9849f4301763fcada09c43ec6a2042	0.0	0.0	4.0	5.0	0.0	0.0
2b884bea9b3efba38e28c989535b7e99	0.0	0.0	0.0	9.0	0.0	0.0
4bc3ea13a118fd289c7fb2b540f23284	0.0	0.0	0.0	9.0	0.0	0.0
0b3cd5275d547ee638cb205ad3d968f8	0.0	0.0	0.0	0.0	9.0	0.0
2fdff91eeb133caa5f2c066c0660c068	0.0	0.0	0.0	0.0	9.0	0.0
c90ebe88b3b610a372228cefc8a951a4	0.0	0.0	0.0	0.0	9.0	0.0
19acf9241a49c909fca68951c98329c3	0.0	0.0	0.0	0.0	9.0	0.0
db47fc0c165de2f78204a4ed35a08832	8.0	0.0	0.0	0.0	0.0	0.0
e7ebca6c4fe88f11c2d9709ff21f6d69	0.0	0.0	8.0	0.0	0.0	0.0
7b5a1bb8662e820228a84042c2bb35e9	0.0	0.0	4.0	4.0	0.0	0.0
006ed95571653a1ac8d5814cfef21efe	0.0	0.0	5.0	3.0	0.0	0.0
a092db00ca4d300dd6865e9f7751bb7b	0.0	0.0	0.0	0.0	0.0	8.0
b9141ef66241624bbd00a54d6b048320	7.0	0.0	0.0	0.0	0.0	0.0
5ffff12dd8acb80394dd3f17b693bea3	7.0	0.0	0.0	0.0	0.0	0.0
c211969acf36adb8649101aab7e7003d	7.0	0.0	0.0	0.0	0.0	0.0
5cb3eda0608b118f0dc2ab8c5a369c86	0.0	0.0	0.0	0.0	7.0	0.0
8142d5b53ac9e22c0f9af4f476008239	0.0	0.0	0.0	0.0	7.0	0.0
d175e98e6372d6d4adc8dd662be714a3	0.0	6.0	0.0	0.0	0.0	0.0
247983d4a59e4e39d0ebd5fcadcb74a6	4.0	6.0	0.0	0.0	0.0	0.0
ea12ddc1f0ffcad61e3867585be305e3	0.0	5.0	0.0	0.0	0.0	0.0
89b4109553a2fb16af52ddd3c9012fa9	0.0	0.0	5.0	0.0	0.0	0.0
522312232cb2828c15c124872d96999c	0.0	0.0	5.0	0.0	0.0	0.0
19e860799193ee8e95a9056fb4341a4c	0.0	0.0	0.0	0.0	5.0	4.0
2fc15cbae352e62a97628f0a4e0e08fb	4.0	0.0	0.0	0.0	0.0	0.0
ecea880fce5ffbc4909d98555831c7df	0.0	4.0	0.0	0.0	0.0	0.0
a8796fcc6bdec201dc77a4e6bf479f1c	0.0	0.0	4.0	0.0	0.0	0.0
9f453e54c195d3db3b6d9ead6257f69c	0.0	0.0	3.0	0.0	0.0	0.0
3951d623c092969ef341ab200cd75043	0.0	0.0	3.0	0.0	0.0	0.0
87bbdaebf91a510f17f08691b9a899f4	0.0	0.0	3.0	0.0	0.0	0.0
5ae7be38d7295e1690c4aa44d413340a	0.0	0.0	3.0	0.0	0.0	0.0
658f1c895a13e8029d61e0b3a94a91c6	0.0	0.0	0.0	3.0	0.0	0.0
7a9bb69fafc71aed6788ed1bc5f85bd1	0.0	0.0	0.0	0.0	3.0	0.0
265b24512f7f56434134a53a9603728d	0.0	0.0	2.0	0.0	0.0	0.0
5ebdc9fbae4e5a130b7a82d1dfc326f9	0.0	0.0	0.0	2.0	0.0	0.0
